School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
CLARA BARTON HS(BS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
CLARA BARTON HS(BS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
CLARA BARTON HS(BS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
CLARA BARTON HS(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
CLARA BARTON HS(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
CLARA BARTON HS(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
CLARA BARTON HS(BS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
CLARA BARTON HS(BS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
CLARA BARTON HS(BS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Arrested,Off-Site,No,Non-Scanning,N,Y,Y,DB,Metal,N,None,RECK ENDANG,,F
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
Collaborative Arts Middle School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Collaborative Arts Middle School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Collaborative Arts Middle School(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Community Health Academy of the Heights(MN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,
COMMUNITY SCHOOL FOR SOCIAL JUSTICE(XW) ,Summons,On-Site,No,Non-Scanning,N,Y,Y,UTF,No Restraints,N,None,,POSS. OF KNIFE,V
Community Voices Middle School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Community Voices Middle School(QS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
Community Voices Middle School(QS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
Community Voices Middle School(QS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
Community Voices Middle School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Community Voices Middle School(QS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Community Voices Middle School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,
Community Voices Middle School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CONCORD HS(SI) ,Mitigated,Off-Site,No,Non-Scanning,N,N,Y,DOE,No Restraints,N,None,,,
CONCORD HS(SI) ,Mitigated,Off-Site,No,Non-Scanning,N,N,Y,DOE,No Restraints,N,None,,,
Coney Island Prep Middle School(BS),Arrested,On-Site,Yes,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,CRIM CONTEMPT,,F
Conselyea Preparatory School (BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Cornerstone Academy for Social Action Middle School CASA(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Cornerstone Academy for Social Action Middle School CASA(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Cornerstone Academy for Social Action Middle School CASA(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Cornerstone Academy for Social Action Middle School CASA(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Cornerstone Academy for Social Action Middle School CASA(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
Cornerstone Academy for Social Action Middle School CASA(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Cornerstone Academy for Social Action Middle School CASA(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Corona Arts & Sciences Academy(QN),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ROBBERY,,F
Corona Arts & Sciences Academy(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Corona Arts & Sciences Academy(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Corona Arts & Sciences Academy(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Corona Arts & Sciences Academy(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Crotona Academy HS(XE),Child in Crisis,On-Site,No,Hand Wand,N,Y,Y,N/A,No Restraints,N,None,,,
Crotona International HS(XW),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
Crotona International HS(XW),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
Cultural Academy for the Arts & Sciences(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Cultural Academy for the Arts & Sciences(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Summons,On-Site,No,Non-Scanning,N,Y,Y,UTF,No Restraints,N,None,,DISCON: FIGHTING,V
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,N,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Arrested,On-Site,Yes,Non-Scanning,N,Y,Y,UTF,Metal,N,None,ASSAULT,,M
CURTIS HS(SI) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Arrested,Off-Site,No,Non-Scanning,N,N,N,PATROL,Metal,N,None,BURGLARY,,F
CURTIS HS(SI) ,Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,UTF,Metal,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
CURTIS HS(SI) ,Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,N/A,No Restraints,N,None,,,
CURTIS HS(SI) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Democracy Preparatory Harlem Charter School(MN),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,TERRORISM,,F
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
DEWITT CLINTON HS(XW) ,Arrested,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,ASSAULT,,M
DEWITT CLINTON HS(XW) ,Arrested,On-Site,Yes,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,,V
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,V
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
DEWITT CLINTON HS(XW) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,POSS. OF KNIFE,V
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,POSS. OF KNIFE,V
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,,M
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,V
DEWITT CLINTON HS(XW) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,V
DEWITT CLINTON HS(XW) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
DEWITT CLINTON HS(XW) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
DISCOVERY HS(XW),PINS / Warrant,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,
DISTRICT 18 OFFICE (BS),Arrested,Off-Site,No,Hand Wand,N,N,Y,DB,Metal,N,None,ROBBERY,,F
Eagle Academy for Young Men II(BN),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,SSA,Velcro,N,None,,,
Eagle Academy for Young Men III(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Eagle Academy for Young Men of Staten Island(SI),Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
Eagle Academy for Young Men of Staten Island(SI),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Eagle Academy for Young Men of Staten Island(SI),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EAGLE ACADEMY FOR YOUNG MEN(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EAGLE ACADEMY FOR YOUNG MEN(XW),Mitigated,On-Site,No,Unannounced,N,Y,Y,DOE,No Restraints,N,None,,,
EAGLE ACADEMY FOR YOUNG MEN(XW),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
EAGLE ACADEMY FOR YOUNG MEN(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
EAST BRONX ACADEMY FOR THE FUTURE(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EAST BRONX ACADEMY FOR THE FUTURE(XE),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,N/A,No Restraints,N,None,,,
East Brooklyn Community HS(BS),Arrested,Off-Site,No,Non-Scanning,N,N,N,DB,No Restraints,N,None,ASSAULT,,F
East Brooklyn Community HS(BS),Mitigated,Off-Site,No,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
East New York Elementary School of Excellence(BN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
EAST SIDE COMMUNITY HS(MS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EAST SIDE COMMUNITY HS(MS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EBC HS FOR PUBLIC SERVICE BUSHWICK(BN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EBC/ENY HS FOR PUBLIC SAFETY & LAW(BN)  ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
EDWARD R MURROW HS GED(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Juvenile Report,On-Site,No,Unannounced,Y,Y,Y,SSA,Metal,N,None,,,M
EDWARD R MURROW HS(BS) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
EDWARD R MURROW HS(BS) ,Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
EDWARD R MURROW HS(BS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EDWARD R MURROW HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Energy Tech HS(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Energy Tech HS(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Energy Tech HS(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
EPIC High School - South (QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Arrested,On-Site,No,Full-Time,Y,Y,Y,UTF,Metal,Y,Physical Force,RESIST ARREST,,M
ERASMUS CAMPUS BUSINESS TEC(BS) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,,V
ERASMUS CAMPUS BUSINESS TEC(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Child in Crisis,On-Site,No,Full-Time,N,N,N,N/A,No Restraints,N,None,,,
ERASMUS HALL HS(BS) ,Arrested,On-Site,No,Full-Time,N,Y,Y,UTF,Metal,N,None,ASSAULT,,F
ERASMUS HALL HS(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
ERASMUS HALL HS(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
ERASMUS HALL HS(BS) ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
ERASMUS HALL HS(BS) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,,V
ERASMUS HALL HS(BS) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,,V
ERASMUS HALL HS(BS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS EVENING HS MON & WED(XE) ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
EVANDER CHILDS EVENING HS MON & WED(XE) ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
EVANDER CHILDS EVENING HS(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,Off-Site,No,Full-Time,N,N,N,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,Off-Site,No,Full-Time,N,N,N,UTF,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,V
EVANDER CHILDS HS(XE) ,Summons,On-Site,No,Full-Time,N,Y,Y,UTF,Metal,N,None,,DISORDERLY CONDUCT,V
EVANDER CHILDS HS(XE) ,Summons,On-Site,No,Full-Time,N,Y,Y,UTF,Metal,N,None,,DISORDERLY CONDUCT,V
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Summons,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
EVANDER CHILDS HS(XE) ,Arrested,On-Site,No,Full-Time,Y,Y,Y,SSA,Metal,N,None,CPCS,,M
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Arrested,Off-Site,No,Full-Time,N,N,Y,DB,Metal,N,None,GRAND LARCENY,,F
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Arrested,Off-Site,No,Full-Time,N,N,N,UTF,Metal,N,None,AGG HARASS,,M
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,PATROL,Metal,N,None,,,
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,V
