School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION  HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION  HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION  HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION  HS(XW),PINS / Warrant,On-Site,NO,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,
SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION  HS(XW),Summons,On-Site,NO,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,HARASSMENT,V
SAMUEL J. TILDEN HS(Brooklyn),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SAMUEL J. TILDEN HS(Brooklyn),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SATELLITE ACADEMY HS(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
SCHOOL FOR EXCELLENCE(Bronx) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
SCHOOL FOR EXCELLENCE(Bronx) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SCHOOL FOR EXCELLENCE(Bronx) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SCHOOL FOR EXCELLENCE(Bronx) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SCHOOL OF CO-OP TECH. ED.(Manhattan),Arrested,Off-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
SCHOOL OF THE FUTURE HS(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Schuylerville Preparatory High School (XE),Mitigated,Off-Site,NO,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,M
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(Brooklyn) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Second Opportunity School-SOS (Sankofa Academy)(Brooklyn),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,,V
SEWARD PARK HS(Manhattan),Arrested,Off-Site,NO,Non-Scanning,N,N,N,TRANSIT,Metal,N,None,ROBBERY,,F
SEWARD PARK HS(Manhattan),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
SEWARD PARK HS(Manhattan),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,V
SEWARD PARK HS(Manhattan),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SHEEPSHEAD BAY HS(Brooklyn),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
SHEEPSHEAD BAY HS(Brooklyn),Mitigated,On-Site,YES,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Soundview Academy for Culture & Scholarship(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SOUTH BRONX PREPARATORY:A COLLEGE BOARD SCHOOL(Bronx) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,DB,No Restraints,N,None,,,M
SOUTH BROOKLYN COMMUNITY HIGH SCHOOL(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SOUTH BROOKLYN COMMUNITY HIGH SCHOOL(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SOUTH SHORE HS(BS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Spring Creek Community School(BN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
Spring Creek Community School(BN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
Spring Creek Community School(BN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Spring Creek Community School(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Spring Creek Community School(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
SPRINGFIELD GARDENS HS(Queens) ,Mitigated,On-Site,NO,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
STATEN ISLAND TECHNICAL  HS(Staten Island),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
STATEN ISLAND TECHNICAL  HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Stephen T. Mather Building Arts & Craftsmanship HS(ManSouth),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
STEVENSON ANNEX@SOUNDVIEW EDUCATIONAL CAMPUS(Bronx),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
STREET ACADEMY(Brooklyn),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
STREET ACADEMY(Brooklyn),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
STREET ACADEMY(Brooklyn),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
STREET ACADEMY(Brooklyn),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
STREET ACADEMY(Brooklyn),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
STREET ACADEMY(Brooklyn),Summons,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,POSS. OF MACE,V
STREET ACADEMY(Brooklyn),Summons,On-Site,NO,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Success Academy Charter School - Harlem 5(MN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Success Academy Charter School-Springfield Gardens-New York 6(QS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Success Academy Harlem Central(MN),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
Success Academy Washington Heights(MN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Sunset Park HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Arrested,On-Site,NO,Non-Scanning,N,Y,Y,DB,Metal,N,None,GRAND LARCENY,,F
SUSAN E. WAGNER HS(Staten Island),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
TAG Young Scholars(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
TEACHERS PREPARATORY HS(Brooklyn),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
The Brooklyn School for Math & Research(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
The Brooklyn School for Math & Research(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
The Brooklyn School for Math & Research(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
THE HERITAGE SCHOOL(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The HS of Fashion Industries(Manhattan),Arrested,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,FALSE REPORT,,M
The HS of Fashion Industries(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The HS of Fashion Industries(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The HS of Fashion Industries(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The HS of Fashion Industries(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The HS of Fashion Industries(Manhattan),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
THE METROPOLITAN HS(Bronx) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
THE METROPOLITAN HS(Bronx) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
The Peck Slip School(MS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The Richard H. Hungerford School(Staten Island),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The Riverview School(QN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Applied Math & Science(Bronx),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The Urban Assembly School for Applied Math & Science(Bronx),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
The Urban Assembly School for Applied Math & Science(Bronx),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
The Urban Assembly School for Applied Math & Science(Bronx),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Applied Math & Science(Bronx),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Applied Math & Science(Bronx),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Applied Math & Science(Bronx),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Collaborative Healthcare(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Collaborative Healthcare(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Green Careers(Manhattan),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
The Urban Assembly School for Green Careers(Manhattan),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Arrested,On-Site,NO,Full-Time,Y,Y,Y,SSA,Metal,N,None,CPW,,M
THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Arrested,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,ASSAULT,,F
THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
THEATRE ARTS PRODUCTION COMPANY SCHOOL(Bronx) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,Y,Physical Force,,,
THEATRE ARTS PRODUCTION COMPANY SCHOOL(Bronx) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
THEATRE ARTS PRODUCTION COMPANY SCHOOL(Bronx) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
THEATRE ARTS PRODUCTION COMPANY SCHOOL(Bronx) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
THEODORE ROOSEVELT HIGH SCHOOL(Bronx),PINS / Warrant,Off-Site,NO,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,
THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Child in Crisis,On-Site,NO,Random,N,Y,Y,UTF,Metal,Y,Physical Force,,,
THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Child in Crisis,On-Site,NO,Random,N,Y,Y,N/A,No Restraints,N,None,,,
THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Juvenile Report,On-Site,NO,Random,N,Y,Y,PATROL,No Restraints,N,None,,,M
THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Summons,On-Site,NO,Random,N,Y,Y,UTF,No Restraints,N,None,,TRESPASS,V
THOMAS JEFFERSON HS(Brooklyn),Arrested,On-Site,YES,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,F
THOMAS JEFFERSON HS(Brooklyn),Arrested,On-Site,YES,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,F
THOMAS JEFFERSON HS(Brooklyn),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
THOMAS JEFFERSON HS(Brooklyn),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
THOMAS JEFFERSON HS(Brooklyn),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
