,Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
81,195001080MNL,MNL,game,,Herm Schaefer,schaehe01,,1.0,7.0,0.143,,,,2.0,3.0,0.667,,,,3.0,,,,2.0,4.0,,
82,195001080MNL,MNL,game,,Arnie Ferrin,ferriar01,,0.0,3.0,0.0,,,,2.0,2.0,1.0,,,,0.0,,,,1.0,2.0,,
83,195001080MNL,MNL,game,,Bud Grant,grantbu01,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,
84,195001080MNL,MNL,game,,Billy Hassett,hassebi01,,0.0,2.0,0.0,,,,0.0,0.0,,,,,1.0,,,,1.0,0.0,,
85,195001080MNL,MNL,game,,Slater Martin,martisl01,,0.0,1.0,0.0,,,,0.0,1.0,0.0,,,,0.0,,,,2.0,0.0,,
86,195001170BOS,MNL,game,,George Mikan,mikange01,,7.0,,,,,,8.0,11.0,0.727,,,,,,,,4.0,22.0,,
87,195001170BOS,MNL,game,,Jim Pollard,pollaji01,,10.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,21.0,,
88,195001170BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,5.0,,,,,,3.0,4.0,0.75,,,,,,,,5.0,13.0,,
89,195001170BOS,MNL,game,,Bud Grant,grantbu01,,5.0,,,,,,1.0,1.0,1.0,,,,,,,,3.0,11.0,,
90,195001170BOS,MNL,game,,Slater Martin,martisl01,,4.0,,,,,,2.0,3.0,0.667,,,,,,,,3.0,10.0,,
91,195001170BOS,MNL,game,,Bob Harrison,harribo02,,4.0,,,,,,1.0,2.0,0.5,,,,,,,,3.0,9.0,,
92,195001170BOS,MNL,game,,Don Carlson,carlsdo01,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,3.0,7.0,,
93,195001170BOS,MNL,game,,Billy Hassett,hassebi01,,2.0,,,,,,1.0,3.0,0.333,,,,,,,,1.0,5.0,,
94,195001170BOS,MNL,game,,Herm Schaefer,schaehe01,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,0.0,3.0,,
95,195001170BOS,MNL,game,,Arnie Ferrin,ferriar01,,1.0,,,,,,0.0,0.0,,,,,,,,,0.0,2.0,,
96,195001170BOS,MNL,game,,Tony Jaros,jarosto01,,1.0,,,,,,0.0,0.0,,,,,,,,,2.0,2.0,,
97,195001170BOS,BOS,game,,George Kaftan,kaftage01,,7.0,,,,,,2.0,2.0,1.0,,,,,,,,3.0,16.0,,
98,195001170BOS,BOS,game,,Dermie O'Connell,oconnde01,,6.0,,,,,,0.0,0.0,,,,,,,,,1.0,12.0,,
99,195001170BOS,BOS,game,,Sonny Hertzberg,hertzso01,,5.0,,,,,,1.0,2.0,0.5,,,,,,,,0.0,11.0,,
100,195001170BOS,BOS,game,,Tony Lavelli,lavelto01,,3.0,,,,,,4.0,4.0,1.0,,,,,,,,2.0,10.0,,
101,195001170BOS,BOS,game,,Gene Englund,engluge01,,2.0,,,,,,4.0,5.0,0.8,,,,,,,,1.0,8.0,,
102,195001170BOS,BOS,game,,Bob Doll,dollbo01,,3.0,,,,,,1.0,3.0,0.333,,,,,,,,1.0,7.0,,
103,195001170BOS,BOS,game,,Bob Kinney,kinnebo01,,1.0,,,,,,3.0,6.0,0.5,,,,,,,,5.0,5.0,,
104,195001170BOS,BOS,game,,Ed Leede,leedeed01,,1.0,,,,,,1.0,2.0,0.5,,,,,,,,3.0,3.0,,
105,195001170BOS,BOS,game,,Jim Seminoff,seminji01,,1.0,,,,,,1.0,2.0,0.5,,,,,,,,1.0,3.0,,
106,195001170BOS,BOS,game,,Howie Shannon,shannho01,,1.0,,,,,,0.0,0.0,,,,,,,,,1.0,2.0,,
107,195001170BOS,BOS,game,,Brady Walker,walkebr01,,1.0,,,,,,0.0,0.0,,,,,,,,,3.0,2.0,,
108,195002120MNL,BOS,game,,Sonny Hertzberg,hertzso01,,9.0,20.0,0.45,,,,4.0,4.0,1.0,,,,2.0,,,,4.0,22.0,,
109,195002120MNL,BOS,game,,Bob Kinney,kinnebo01,,6.0,16.0,0.375,,,,2.0,4.0,0.5,,,,3.0,,,,3.0,14.0,,
110,195002120MNL,BOS,game,,Ed Leede,leedeed01,,4.0,21.0,0.19,,,,4.0,6.0,0.667,,,,5.0,,,,2.0,12.0,,
111,195002120MNL,BOS,game,,Tony Lavelli,lavelto01,,4.0,10.0,0.4,,,,0.0,0.0,,,,,0.0,,,,0.0,8.0,,
112,195002120MNL,BOS,game,,Bob Doll,dollbo01,,3.0,10.0,0.3,,,,1.0,1.0,1.0,,,,4.0,,,,1.0,7.0,,
113,195002120MNL,BOS,game,,Howie Shannon,shannho01,,2.0,7.0,0.286,,,,1.0,3.0,0.333,,,,3.0,,,,0.0,5.0,,
114,195002120MNL,BOS,game,,Jim Seminoff,seminji01,,0.0,1.0,0.0,,,,2.0,3.0,0.667,,,,3.0,,,,0.0,2.0,,
115,195002120MNL,BOS,game,,George Kaftan,kaftage01,,0.0,4.0,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,
116,195002120MNL,BOS,game,,John Mahnken,mahnkjo01,,0.0,5.0,0.0,,,,0.0,0.0,,,,,1.0,,,,6.0,0.0,,
117,195002120MNL,BOS,game,,Joe Mullaney,mullajo01,,0.0,2.0,0.0,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,
118,195002120MNL,BOS,game,,Brady Walker,walkebr01,,0.0,1.0,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,
119,195002120MNL,MNL,game,,Jim Pollard,pollaji01,,11.0,27.0,0.407,,,,7.0,7.0,1.0,,,,5.0,,,,2.0,29.0,,
120,195002120MNL,MNL,game,,George Mikan,mikange01,,9.0,29.0,0.31,,,,5.0,7.0,0.714,,,,5.0,,,,3.0,23.0,,
121,195002120MNL,MNL,game,,Vern Mikkelsen,mikkeve01,,4.0,14.0,0.286,,,,2.0,2.0,1.0,,,,3.0,,,,1.0,10.0,,
122,195002120MNL,MNL,game,,Don Carlson,carlsdo01,,4.0,5.0,0.8,,,,0.0,0.0,,,,,0.0,,,,1.0,8.0,,
123,195002120MNL,MNL,game,,Bud Grant,grantbu01,,3.0,5.0,0.6,,,,0.0,1.0,0.0,,,,4.0,,,,0.0,6.0,,
124,195002120MNL,MNL,game,,Bob Harrison,harribo02,,2.0,4.0,0.5,,,,1.0,1.0,1.0,,,,2.0,,,,5.0,5.0,,
125,195002120MNL,MNL,game,,Slater Martin,martisl01,,2.0,7.0,0.286,,,,0.0,0.0,,,,,2.0,,,,3.0,4.0,,
126,195002120MNL,MNL,game,,Tony Jaros,jarosto01,,1.0,6.0,0.167,,,,1.0,2.0,0.5,,,,1.0,,,,2.0,3.0,,
127,195002120MNL,MNL,game,,Arnie Ferrin,ferriar01,,0.0,2.0,0.0,,,,0.0,1.0,0.0,,,,2.0,,,,1.0,0.0,,
128,195002120MNL,MNL,game,,Billy Hassett,hassebi01,,0.0,1.0,0.0,,,,0.0,1.0,0.0,,,,1.0,,,,1.0,0.0,,
129,195002120MNL,MNL,game,,Herm Schaefer,schaehe01,,0.0,1.0,0.0,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,,
130,195011090BOS,MNL,game,,George Mikan,mikange01,,5.0,,,,,,14.0,17.0,0.824,,,,,,,,5.0,24.0,,
131,195011090BOS,MNL,game,,Slater Martin,martisl01,,6.0,,,,,,4.0,4.0,1.0,,,,,,,,3.0,16.0,,
132,195011090BOS,MNL,game,,Bob Harrison,harribo02,,4.0,,,,,,6.0,7.0,0.857,,,,,,,,1.0,14.0,,
133,195011090BOS,MNL,game,,Jim Pollard,pollaji01,,4.0,,,,,,0.0,0.0,,,,,,,,,3.0,8.0,,
134,195011090BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,2.0,,,,,,0.0,1.0,0.0,,,,,,,,4.0,4.0,,
135,195011090BOS,MNL,game,,Arnie Ferrin,ferriar01,,0.0,,,,,,2.0,2.0,1.0,,,,,,,,3.0,2.0,,
136,195011090BOS,MNL,game,,Joe Hutton,huttojo01,,1.0,,,,,,0.0,0.0,,,,,,,,,0.0,2.0,,
137,195011090BOS,MNL,game,,Ed Beach,beached01,,0.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,
138,195011090BOS,MNL,game,,Bud Grant,grantbu01,,0.0,,,,,,0.0,0.0,,,,,,,,,2.0,0.0,,
139,195011090BOS,MNL,game,,Tony Jaros,jarosto01,,0.0,,,,,,0.0,0.0,,,,,,,,,1.0,0.0,,
140,195011090BOS,MNL,game,,Kevin O'Shea,osheake01,,0.0,,,,,,0.0,0.0,,,,,,,,,1.0,0.0,,
141,195011090BOS,BOS,game,,Ed Macauley,macaued01,,10.0,,,,,,2.0,9.0,0.222,,,,,,,,2.0,22.0,,
142,195011090BOS,BOS,game,,Chuck Cooper,coopech01,,8.0,,,,,,3.0,4.0,0.75,,,,,,,,1.0,19.0,,
143,195011090BOS,BOS,game,,Bob Donham,donhabo01,,3.0,,,,,,1.0,2.0,0.5,,,,,,,,6.0,7.0,,
144,195011090BOS,BOS,game,,Sonny Hertzberg,hertzso01,,2.0,,,,,,2.0,4.0,0.5,,,,,,,,3.0,6.0,,
145,195011090BOS,BOS,game,,John Mahnken,mahnkjo01,,3.0,,,,,,0.0,0.0,,,,,,,,,6.0,6.0,,
146,195011090BOS,BOS,game,,Harry Boykoff,boykoha01,,2.0,,,,,,1.0,2.0,0.5,,,,,,,,6.0,5.0,,
147,195011090BOS,BOS,game,,Bob Cousy,cousybo01,,1.0,,,,,,3.0,3.0,1.0,,,,,,,,0.0,5.0,,
148,195011090BOS,BOS,game,,Ed Leede,leedeed01,,1.0,,,,,,2.0,3.0,0.667,,,,,,,,0.0,4.0,,
149,195011090BOS,BOS,game,,Brady Walker,walkebr01,,1.0,,,,,,0.0,0.0,,,,,,,,,0.0,2.0,,
150,195012230BOS,MNL,game,,George Mikan,mikange01,,11.0,,,,,,9.0,12.0,0.75,,,,,,,,5.0,31.0,,
151,195012230BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,6.0,,,,,,3.0,5.0,0.6,,,,,,,,5.0,15.0,,
152,195012230BOS,MNL,game,,Kevin O'Shea,osheake01,,6.0,,,,,,1.0,4.0,0.25,,,,,,,,5.0,13.0,,
153,195012230BOS,MNL,game,,Arnie Ferrin,ferriar01,,4.0,,,,,,1.0,1.0,1.0,,,,,,,,5.0,9.0,,
154,195012230BOS,MNL,game,,Tony Jaros,jarosto01,,1.0,,,,,,5.0,6.0,0.833,,,,,,,,0.0,7.0,,
155,195012230BOS,MNL,game,,Bud Grant,grantbu01,,2.0,,,,,,0.0,0.0,,,,,,,,,2.0,4.0,,
156,195012230BOS,MNL,game,,Slater Martin,martisl01,,1.0,,,,,,0.0,1.0,0.0,,,,,,,,3.0,2.0,,
157,195012230BOS,MNL,game,,Bob Harrison,harribo02,,0.0,,,,,,0.0,3.0,0.0,,,,,,,,3.0,0.0,,
158,195012230BOS,MNL,game,,Joe Hutton,huttojo01,,0.0,,,,,,0.0,0.0,,,,,,,,,2.0,0.0,,
159,195012230BOS,BOS,game,,Ed Macauley,macaued01,,5.0,,,,,,13.0,13.0,1.0,,,,,,,,0.0,23.0,,
160,195012230BOS,BOS,game,,Bob Cousy,cousybo01,,4.0,,,,,,6.0,6.0,1.0,,,,,,,,2.0,14.0,,
161,195012230BOS,BOS,game,,Chuck Cooper,coopech01,,6.0,,,,,,1.0,1.0,1.0,,,,,,,,2.0,13.0,,
162,195012230BOS,BOS,game,,Harry Boykoff,boykoha01,,4.0,,,,,,0.0,0.0,,,,,,,,,5.0,8.0,,
163,195012230BOS,BOS,game,,Ed Leede,leedeed01,,1.0,,,,,,6.0,6.0,1.0,,,,,,,,4.0,8.0,,
164,195012230BOS,BOS,game,,John Mahnken,mahnkjo01,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,3.0,7.0,,
165,195012230BOS,BOS,game,,Bob Harris,harribo01,,3.0,,,,,,0.0,0.0,,,,,,,,,6.0,6.0,,
166,195012230BOS,BOS,game,,Sonny Hertzberg,hertzso01,,1.0,,,,,,4.0,4.0,1.0,,,,,,,,1.0,6.0,,
167,195012230BOS,BOS,game,,Bob Donham,donhabo01,,1.0,,,,,,0.0,0.0,,,,,,,,,1.0,2.0,,
168,195101050MNL,BOS,game,,Bob Cousy,cousybo01,,6.0,25.0,0.24,,,,1.0,5.0,0.2,,,,,,,,2.0,13.0,,
169,195101050MNL,BOS,game,,Sonny Hertzberg,hertzso01,,4.0,11.0,0.364,,,,5.0,5.0,1.0,,,,,,,,0.0,13.0,,
170,195101050MNL,BOS,game,,Ed Macauley,macaued01,,4.0,10.0,0.4,,,,5.0,6.0,0.833,,,,,,,,3.0,13.0,,
171,195101050MNL,BOS,game,,Chuck Cooper,coopech01,,2.0,7.0,0.286,,,,1.0,4.0,0.25,,,,,,,,1.0,5.0,,
172,195101050MNL,BOS,game,,Harry Boykoff,boykoha01,,1.0,5.0,0.2,,,,0.0,2.0,0.0,,,,,,,,4.0,2.0,,
173,195101050MNL,BOS,game,,Bob Donham,donhabo01,,1.0,3.0,0.333,,,,0.0,0.0,,,,,,,,,1.0,2.0,,
174,195101050MNL,BOS,game,,Ed Leede,leedeed01,,1.0,2.0,0.5,,,,0.0,1.0,0.0,,,,,,,,1.0,2.0,,
175,195101050MNL,BOS,game,,John Mahnken,mahnkjo01,,1.0,8.0,0.125,,,,0.0,1.0,0.0,,,,,,,,4.0,2.0,,
176,195101050MNL,BOS,game,,Ed Stanczak,stanced01,,0.0,1.0,0.0,,,,2.0,2.0,1.0,,,,,,,,0.0,2.0,,
177,195101050MNL,BOS,game,,Bob Harris,harribo01,,0.0,4.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
178,195101050MNL,MNL,game,,Vern Mikkelsen,mikkeve01,,7.0,19.0,0.368,,,,3.0,4.0,0.75,,,,,,,,1.0,17.0,,
179,195101050MNL,MNL,game,,George Mikan,mikange01,,4.0,16.0,0.25,,,,7.0,9.0,0.778,,,,,,,,5.0,15.0,,
180,195101050MNL,MNL,game,,Slater Martin,martisl01,,5.0,17.0,0.294,,,,0.0,0.0,,,,,,,,,2.0,10.0,,
181,195101050MNL,MNL,game,,Kevin O'Shea,osheake01,,3.0,9.0,0.333,,,,2.0,4.0,0.5,,,,,,,,5.0,8.0,,
182,195101050MNL,MNL,game,,Arnie Ferrin,ferriar01,,2.0,9.0,0.222,,,,1.0,4.0,0.25,,,,,,,,2.0,5.0,,
183,195101050MNL,MNL,game,,Bud Grant,grantbu01,,1.0,2.0,0.5,,,,2.0,2.0,1.0,,,,,,,,1.0,4.0,,
184,195101050MNL,MNL,game,,Joe Hutton,huttojo01,,2.0,5.0,0.4,,,,0.0,0.0,,,,,,,,,1.0,4.0,,
185,195101050MNL,MNL,game,,Tony Jaros,jarosto01,,2.0,8.0,0.25,,,,0.0,0.0,,,,,,,,,2.0,4.0,,
186,195101050MNL,MNL,game,,Bob Harrison,harribo02,,1.0,2.0,0.5,,,,0.0,0.0,,,,,,,,,1.0,2.0,,
187,195102040MNL,BOS,game,,Kleggie Hermsen,hermskl01,,8.0,18.0,0.444,,,,7.0,8.0,0.875,,,,,,,,5.0,23.0,,
188,195102040MNL,BOS,game,,Ed Macauley,macaued01,,8.0,16.0,0.5,,,,6.0,8.0,0.75,,,,,,,,4.0,22.0,,
189,195102040MNL,BOS,game,,Chuck Cooper,coopech01,,4.0,10.0,0.4,,,,5.0,7.0,0.714,,,,,,,,5.0,13.0,,
190,195102040MNL,BOS,game,,Bob Cousy,cousybo01,,2.0,10.0,0.2,,,,2.0,5.0,0.4,,,,,,,,2.0,6.0,,
191,195102040MNL,BOS,game,,Frank Kudelka,kudelfr01,,3.0,6.0,0.5,,,,0.0,0.0,,,,,,,,,1.0,6.0,,
192,195102040MNL,BOS,game,,Bones McKinney,mckinbo01,,2.0,7.0,0.286,,,,2.0,2.0,1.0,,,,,,,,5.0,6.0,,
193,195102040MNL,BOS,game,,Sonny Hertzberg,hertzso01,,1.0,6.0,0.167,,,,1.0,3.0,0.333,,,,,,,,2.0,3.0,,
194,195102040MNL,BOS,game,,Bob Donham,donhabo01,,0.0,1.0,0.0,,,,2.0,2.0,1.0,,,,,,,,2.0,2.0,,
195,195102040MNL,BOS,game,,Bob Harris,harribo01,,1.0,2.0,0.5,,,,0.0,0.0,,,,,,,,,1.0,2.0,,
196,195102040MNL,BOS,game,,Ed Leede,leedeed01,,0.0,2.0,0.0,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,,
197,195102040MNL,MNL,game,,George Mikan,mikange01,,12.0,22.0,0.545,,,,5.0,9.0,0.556,,,,,,,,6.0,29.0,,
198,195102040MNL,MNL,game,,Vern Mikkelsen,mikkeve01,,9.0,19.0,0.474,,,,1.0,3.0,0.333,,,,,,,,2.0,19.0,,
199,195102040MNL,MNL,game,,Jim Pollard,pollaji01,,6.0,17.0,0.353,,,,5.0,9.0,0.556,,,,,,,,5.0,17.0,,
200,195102040MNL,MNL,game,,Bob Harrison,harribo02,,3.0,17.0,0.176,,,,9.0,11.0,0.818,,,,,,,,6.0,15.0,,
201,195102040MNL,MNL,game,,Arnie Ferrin,ferriar01,,4.0,10.0,0.4,,,,2.0,4.0,0.5,,,,,,,,4.0,10.0,,
202,195102040MNL,MNL,game,,Slater Martin,martisl01,,4.0,14.0,0.286,,,,0.0,2.0,0.0,,,,,,,,2.0,8.0,,
203,195102040MNL,MNL,game,,Bud Grant,grantbu01,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
204,195102040MNL,MNL,game,,Joe Hutton,huttojo01,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
205,195102040MNL,MNL,game,,Kevin O'Shea,osheake01,,0.0,1.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
206,195103040BOS,MNL,game,,George Mikan,mikange01,,13.0,,,,,,18.0,20.0,0.9,,,,,,,,5.0,44.0,,
207,195103040BOS,MNL,game,,Slater Martin,martisl01,,5.0,,,,,,1.0,2.0,0.5,,,,,,,,3.0,11.0,,
208,195103040BOS,MNL,game,,Tony Jaros,jarosto01,,3.0,,,,,,2.0,3.0,0.667,,,,,,,,4.0,8.0,,
209,195103040BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,6.0,7.0,,
210,195103040BOS,MNL,game,,Kevin O'Shea,osheake01,,1.0,,,,,,4.0,4.0,1.0,,,,,,,,6.0,6.0,,
211,195103040BOS,MNL,game,,Bob Harrison,harribo02,,2.0,,,,,,0.0,0.0,,,,,,,,,4.0,4.0,,
212,195103040BOS,MNL,game,,Jim Pollard,pollaji01,,2.0,,,,,,0.0,0.0,,,,,,,,,2.0,4.0,,
213,195103040BOS,MNL,game,,Arnie Ferrin,ferriar01,,1.0,,,,,,0.0,0.0,,,,,,,,,0.0,2.0,,
214,195103040BOS,MNL,game,,Bud Grant,grantbu01,,0.0,,,,,,0.0,0.0,,,,,,,,,4.0,0.0,,
215,195103040BOS,MNL,game,,Joe Hutton,huttojo01,,0.0,,,,,,0.0,0.0,,,,,,,,,2.0,0.0,,
216,195103040BOS,BOS,game,,Bob Cousy,cousybo01,,6.0,,,,,,7.0,11.0,0.636,,,,,,,,1.0,19.0,,
217,195103040BOS,BOS,game,,Ed Macauley,macaued01,,6.0,,,,,,4.0,6.0,0.667,,,,,,,,5.0,16.0,,
218,195103040BOS,BOS,game,,Bob Harris,harribo01,,5.0,,,,,,5.0,7.0,0.714,,,,,,,,0.0,15.0,,
219,195103040BOS,BOS,game,,Bones McKinney,mckinbo01,,5.0,,,,,,2.0,3.0,0.667,,,,,,,,2.0,12.0,,
220,195103040BOS,BOS,game,,Kleggie Hermsen,hermskl01,,4.0,,,,,,2.0,2.0,1.0,,,,,,,,6.0,10.0,,
221,195103040BOS,BOS,game,,Bob Donham,donhabo01,,2.0,,,,,,5.0,6.0,0.833,,,,,,,,2.0,9.0,,
222,195103040BOS,BOS,game,,Chuck Cooper,coopech01,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,0.0,5.0,,
223,195103040BOS,BOS,game,,Sonny Hertzberg,hertzso01,,0.0,,,,,,4.0,4.0,1.0,,,,,,,,0.0,4.0,,
224,195103040BOS,BOS,game,,Ed Leede,leedeed01,,0.0,,,,,,2.0,4.0,0.5,,,,,,,,2.0,2.0,,
225,195103040BOS,BOS,game,,Frank Kudelka,kudelfr01,,0.0,,,,,,0.0,0.0,,,,,,,,,3.0,0.0,,
226,195103110MNL,BOS,game,,Ed Macauley,macaued01,,8.0,20.0,0.4,,,,10.0,15.0,0.667,,,,,,,,3.0,26.0,,
227,195103110MNL,BOS,game,,Bob Cousy,cousybo01,,6.0,17.0,0.353,,,,2.0,3.0,0.667,,,,,,,,4.0,14.0,,
228,195103110MNL,BOS,game,,Bones McKinney,mckinbo01,,6.0,8.0,0.75,,,,1.0,1.0,1.0,,,,,,,,2.0,13.0,,
229,195103110MNL,BOS,game,,Chuck Cooper,coopech01,,4.0,6.0,0.667,,,,3.0,3.0,1.0,,,,,,,,4.0,11.0,,
230,195103110MNL,BOS,game,,Bob Harris,harribo01,,5.0,7.0,0.714,,,,1.0,1.0,1.0,,,,,,,,2.0,11.0,,
231,195103110MNL,BOS,game,,Sonny Hertzberg,hertzso01,,4.0,10.0,0.4,,,,2.0,2.0,1.0,,,,,,,,1.0,10.0,,
232,195103110MNL,BOS,game,,Kleggie Hermsen,hermskl01,,3.0,11.0,0.273,,,,0.0,0.0,,,,,,,,,4.0,6.0,,
233,195103110MNL,BOS,game,,Bob Donham,donhabo01,,1.0,2.0,0.5,,,,1.0,3.0,0.333,,,,,,,,3.0,3.0,,
234,195103110MNL,BOS,game,,Frank Kudelka,kudelfr01,,1.0,2.0,0.5,,,,0.0,0.0,,,,,,,,,0.0,2.0,,
235,195103110MNL,MNL,game,,George Mikan,mikange01,,16.0,23.0,0.696,,,,8.0,12.0,0.667,,,,,,,,6.0,40.0,,
236,195103110MNL,MNL,game,,Jim Pollard,pollaji01,,9.0,29.0,0.31,,,,2.0,5.0,0.4,,,,,,,,5.0,20.0,,
237,195103110MNL,MNL,game,,Vern Mikkelsen,mikkeve01,,6.0,13.0,0.462,,,,3.0,6.0,0.5,,,,,,,,6.0,15.0,,
238,195103110MNL,MNL,game,,Bob Harrison,harribo02,,3.0,11.0,0.273,,,,3.0,3.0,1.0,,,,,,,,3.0,9.0,,
239,195103110MNL,MNL,game,,Slater Martin,martisl01,,4.0,12.0,0.333,,,,0.0,1.0,0.0,,,,,,,,2.0,8.0,,
240,195103110MNL,MNL,game,,Arnie Ferrin,ferriar01,,1.0,3.0,0.333,,,,2.0,3.0,0.667,,,,,,,,2.0,4.0,,
241,195103110MNL,MNL,game,,Bud Grant,grantbu01,,1.0,3.0,0.333,,,,0.0,0.0,,,,,,,,,0.0,2.0,,
242,195103110MNL,MNL,game,,Tony Jaros,jarosto01,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,1.0,0.0,,
243,195103110MNL,MNL,game,,Kevin O'Shea,osheake01,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
244,195111110BOS,MNL,game,,Bob Harrison,harribo02,36:00,0.0,3.0,0.0,,,,0.0,5.0,0.0,,,7.0,2.0,,,,5.0,0.0,,
245,195111110BOS,MNL,game,,Jim Pollard,pollaji01,34:00,8.0,20.0,0.4,,,,1.0,2.0,0.5,,,13.0,7.0,,,,2.0,17.0,,
246,195111110BOS,MNL,game,,Vern Mikkelsen,mikkeve01,34:00,6.0,16.0,0.375,,,,4.0,5.0,0.8,,,11.0,1.0,,,,3.0,16.0,,
247,195111110BOS,MNL,game,,Slater Martin,martisl01,32:00,6.0,20.0,0.3,,,,2.0,5.0,0.4,,,3.0,3.0,,,,3.0,14.0,,
248,195111110BOS,MNL,game,,Whitey Skoog,skoogwh01,27:00,3.0,9.0,0.333,,,,2.0,3.0,0.667,,,3.0,4.0,,,,1.0,8.0,,
249,195111110BOS,MNL,game,,Howie Schultz,schulho01,26:00,1.0,7.0,0.143,,,,4.0,5.0,0.8,,,8.0,1.0,,,,2.0,6.0,,
250,195111110BOS,MNL,game,,George Mikan,mikange01,21:00,2.0,9.0,0.222,,,,0.0,1.0,0.0,,,10.0,1.0,,,,5.0,4.0,,
251,195111110BOS,MNL,game,,Lew Hitch,hitchle01,18:00,2.0,6.0,0.333,,,,1.0,4.0,0.25,,,6.0,1.0,,,,3.0,5.0,,
252,195111110BOS,MNL,game,,John Pilch,pilchjo01,6:00,1.0,3.0,0.333,,,,0.0,1.0,0.0,,,0.0,0.0,,,,1.0,2.0,,
253,195111110BOS,MNL,game,,Joe Hutton,huttojo01,6:00,0.0,0.0,,,,,0.0,2.0,0.0,,,0.0,2.0,,,,3.0,0.0,,
254,195111110BOS,BOS,game,,Ed Macauley,macaued01,44:00,5.0,12.0,0.417,,,,11.0,14.0,0.786,,,11.0,2.0,,,,3.0,21.0,,
255,195111110BOS,BOS,game,,Bob Cousy,cousybo01,42:00,9.0,26.0,0.346,,,,1.0,2.0,0.5,,,12.0,6.0,,,,2.0,19.0,,
256,195111110BOS,BOS,game,,Bones McKinney,mckinbo01,39:00,7.0,13.0,0.538,,,,0.0,0.0,,,,9.0,4.0,,,,0.0,14.0,,
257,195111110BOS,BOS,game,,Bob Harris,harribo01,34:00,4.0,7.0,0.571,,,,3.0,4.0,0.75,,,13.0,2.0,,,,2.0,11.0,,
258,195111110BOS,BOS,game,,Bill Sharman,sharmbi01,27:00,1.0,8.0,0.125,,,,5.0,7.0,0.714,,,6.0,4.0,,,,2.0,7.0,,
259,195111110BOS,BOS,game,,Bob Donham,donhabo01,24:00,2.0,4.0,0.5,,,,1.0,2.0,0.5,,,3.0,3.0,,,,2.0,5.0,,
260,195111110BOS,BOS,game,,Chuck Cooper,coopech01,16:00,0.0,2.0,0.0,,,,0.0,5.0,0.0,,,7.0,1.0,,,,5.0,0.0,,
261,195111110BOS,BOS,game,,Bob Brannum,brannbo01,7:00,0.0,1.0,0.0,,,,0.0,1.0,0.0,,,4.0,0.0,,,,2.0,0.0,,
262,195111110BOS,BOS,game,,John Mahnken,mahnkjo01,4:00,0.0,2.0,0.0,,,,0.0,0.0,,,,1.0,0.0,,,,0.0,0.0,,
263,195111110BOS,BOS,game,,Dick Dickey,dickedi01,3:00,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,
264,195111280MNL,BOS,game,,Bob Cousy,cousybo01,,4.0,16.0,0.25,,,,6.0,6.0,1.0,,,,,,,,0.0,14.0,,
265,195111280MNL,BOS,game,,Ed Macauley,macaued01,,4.0,13.0,0.308,,,,6.0,10.0,0.6,,,,,,,,5.0,14.0,,
